,Date mutation,Nature mutation,Valeur fonciere,No voie,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Section,No plan,Nombre de lots,Code type local,Type local,Surface reelle bati,Nombre pieces principales
1751210,20/02/2017,Vente,"112850,00",8.0,RUE,2192,COMMANDANT ARNAUD,51100.0,REIMS,51,454,AL,402,2,2.0,Appartement,71.0,3.0
1751219,13/02/2017,Vente,"182000,00",36.0,RUE,5889,MARCELLE LOISEAU,51100.0,REIMS,51,454,BT,697,0,1.0,Maison,89.0,4.0
1751231,14/02/2017,Vente,"108000,00",18.0,RUE,7980,ST MAURICE,51100.0,REIMS,51,454,CZ,378,2,2.0,Appartement,19.0,1.0
1751232,14/02/2017,Vente,"108000,00",18.0,RUE,7980,ST MAURICE,51100.0,REIMS,51,454,CZ,378,2,2.0,Appartement,22.0,2.0
1751234,17/02/2017,Vente,"70000,00",2.0,RUE,3340,DE L EQUERRE,51100.0,REIMS,51,454,CY,320,1,2.0,Appartement,52.0,2.0
1751235,21/02/2017,Vente,"32000,00",4.0,RUE,1250,DE BRIMONTEL,51100.0,REIMS,51,454,AY,153,3,2.0,Appartement,24.0,1.0
1751236,21/02/2017,Vente en l'état futur d'achèvement,"262000,00",67.0,BD,6790,PAUL DOUMER,51100.0,REIMS,51,454,IK,356,1,2.0,Appartement,66.0,3.0
1751244,17/02/2017,Vente,"224000,00",1.0,RUE,3752,FRANCISCO GOYA,51100.0,REIMS,51,454,EZ,395,0,1.0,Maison,98.0,5.0
1751250,24/02/2017,Vente,"131300,00",28.0,RUE,7190,DE PONTGIVART,51100.0,REIMS,51,454,AY,412,2,2.0,Appartement,79.0,4.0
1751251,17/02/2017,Vente,"52500,00",135.0,RUE,2440,DE COURLANCY,51100.0,REIMS,51,454,HY,161,1,2.0,Appartement,19.0,1.0
1751252,07/02/2017,Vente,"206000,00",8.0,RUE,8555,DES TEINTURIERS,51100.0,REIMS,51,454,CT,536,1,1.0,Maison,110.0,5.0
1751253,03/03/2017,Vente,"231200,00",46.0,BD,7140,POMMERY,51100.0,REIMS,51,454,CL,362,0,1.0,Maison,116.0,5.0
1751254,22/02/2017,Vente,"80500,00",28.0,RUE,4080,GILBERT,51100.0,REIMS,51,454,AR,195,1,2.0,Appartement,39.0,2.0
1751255,03/03/2017,Vente,"170000,00",17.0,BD,2830,DIEU LUMIERE,51100.0,REIMS,51,454,DM,638,2,2.0,Appartement,104.0,5.0
1751257,27/02/2017,Vente,"95000,00",82.0,RUE,6330,DES MOULINS,51100.0,REIMS,51,454,CY,617,2,2.0,Appartement,45.0,2.0
1751259,09/02/2017,Vente,"42000,00",58.0,RUE,0300,ANQUETIL,51100.0,REIMS,51,454,AV,663,1,2.0,Appartement,21.0,1.0
1751260,06/03/2017,Vente,"23000,00",36.0,RUE,1390,DES CAPUCINS,51100.0,REIMS,51,454,IK,631,1,2.0,Appartement,62.0,3.0
1751263,22/02/2017,Vente en l'état futur d'achèvement,"102900,00",,RUE,0910,DE BEZANNES,51100.0,REIMS,51,454,HW,135,1,2.0,Appartement,22.0,1.0
1751266,22/02/2017,Vente en l'état futur d'achèvement,"239000,00",,RUE,0910,DE BEZANNES,51100.0,REIMS,51,454,HW,135,1,2.0,Appartement,67.0,3.0
1751270,14/02/2017,Vente,"133000,00",29.0,AV,3913,DU GENERAL DE GAULLE,51100.0,REIMS,51,454,HY,3,1,2.0,Appartement,69.0,3.0
1751274,11/02/2017,Vente,"72000,00",2.0,RUE,2960,DU DOCTEUR LEFORT,51100.0,REIMS,51,454,DO,609,2,2.0,Appartement,41.0,2.0
1751278,13/02/2017,Vente,"54500,00",26.0,RUE,8480,DE TAISSY,51100.0,REIMS,51,454,DK,235,2,2.0,Appartement,45.0,2.0
1751279,02/03/2017,Vente,"114000,00",40.0,RUE,3150,DE L ECU,51100.0,REIMS,51,454,CW,30,2,2.0,Appartement,44.0,3.0
1751286,23/02/2017,Vente en l'état futur d'achèvement,"102900,00",,RUE,0910,DE BEZANNES,51100.0,REIMS,51,454,HW,135,1,2.0,Appartement,22.0,1.0
1751305,01/03/2017,Vente,"100000,00",22.0,RUE,2450,COURMEAUX,51100.0,REIMS,51,454,BE,74,1,2.0,Appartement,171.0,7.0
1751306,01/03/2017,Vente,"100000,00",22.0,RUE,2450,COURMEAUX,51100.0,REIMS,51,454,BE,74,1,2.0,Appartement,19.0,1.0
1751307,08/02/2017,Vente,"39500,00",76.0,RUE,3850,GAMBETTA,51100.0,REIMS,51,454,CY,298,1,2.0,Appartement,29.0,1.0
1751308,13/02/2017,Vente,"62000,00",48.0,RUE,2840,DIEU LUMIERE,51100.0,REIMS,51,454,DM,106,3,2.0,Appartement,52.0,2.0
1751311,10/02/2017,Vente,"113000,00",1.0,RUE,0010,ABBE DE L EPEE,51100.0,REIMS,51,454,IK,288,2,2.0,Appartement,56.0,2.0
1751355,17/02/2017,Vente,"145000,00",180.0,RUE,1590,DE CERNAY,51100.0,REIMS,51,454,CV,142,1,1.0,Maison,135.0,6.0
1751356,01/03/2017,Vente,"173000,00",20.0,AV,2285,COOK,51100.0,REIMS,51,454,ET,144,0,1.0,Maison,107.0,5.0
1751361,10/02/2017,Vente,"58500,00",41.0,RUE,8430,DE STRASBOURG,51100.0,REIMS,51,454,CV,562,1,2.0,Appartement,30.0,2.0
1751363,16/02/2017,Vente,"140000,00",50.0,RUE,5160,DE LA JUSTICE,51100.0,REIMS,51,454,BD,99,1,2.0,Appartement,69.0,3.0
1751369,16/02/2017,Vente,"125000,00",2.0,RUE,4150,GOSSET,51100.0,REIMS,51,454,BD,99,1,2.0,Appartement,72.0,3.0
1751371,01/03/2017,Vente,"58013,00",44.0,RUE,1670,DU CHAMP DE MARS,51100.0,REIMS,51,454,BH,1,2,2.0,Appartement,75.0,4.0
1751372,23/02/2017,Vente,"352000,00",36.0,RUE,8290,16E ET 22E DRAGONS,51100.0,REIMS,51,454,CL,905,0,1.0,Maison,132.0,5.0
1751376,16/02/2017,Vente,"242650,00",44.0,RUE,3160,EDME MOREAU,51100.0,REIMS,51,454,AI,276,0,1.0,Maison,70.0,4.0
1751380,03/03/2017,Vente,"223000,00",6.0,RUE,1805,CHARLES BAUDELAIRE,51100.0,REIMS,51,454,AD,543,0,1.0,Maison,82.0,4.0
1751381,22/02/2017,Vente,"115000,00",22.0,RUE,4700,DE L ISLE,51100.0,REIMS,51,454,CX,106,2,2.0,Appartement,101.0,4.0
1751382,22/02/2017,Vente,"60000,00",3.0,BD,7960,ST MARCEAUX,51100.0,REIMS,51,454,CW,381,1,2.0,Appartement,32.0,1.0
1751383,03/03/2017,Vente,"142000,00",32.0,RUE,7010,PIERRE BROSSOLETTE,51100.0,REIMS,51,454,AV,417,1,2.0,Appartement,75.0,4.0
1751399,13/02/2017,Vente,"49000,00",52.0,RUE,3000,DOCTEUR THOMAS,51100.0,REIMS,51,454,AW,280,1,2.0,Appartement,27.0,2.0
1751400,17/02/2017,Vente,"116700,00",6.0,RUE,8603,THEODORE GERICAULT,51100.0,REIMS,51,454,AE,296,2,2.0,Appartement,70.0,3.0
1751401,17/02/2017,Vente,"395000,00",17.0,BD,1800,CHARLES ARNOULD,51100.0,REIMS,51,454,AV,786,0,1.0,Maison,140.0,6.0
1751404,20/02/2017,Vente,"212000,00",189.0,AV,5300,DE LAON,51100.0,REIMS,51,454,AV,1058,0,2.0,Appartement,19.0,1.0
1751405,20/02/2017,Vente,"212000,00",189.0,AV,5300,DE LAON,51100.0,REIMS,51,454,AV,1058,0,2.0,Appartement,30.0,1.0
1751406,20/02/2017,Vente,"212000,00",189.0,AV,5300,DE LAON,51100.0,REIMS,51,454,AV,1058,0,2.0,Appartement,28.0,1.0
1751407,20/02/2017,Vente,"212000,00",189.0,AV,5300,DE LAON,51100.0,REIMS,51,454,AV,1058,0,2.0,Appartement,20.0,1.0
1751419,14/02/2017,Vente,"73000,00",13.0,RUE,5400,LEON FAUCHER,51100.0,REIMS,51,454,BC,129,2,2.0,Appartement,43.0,2.0
1751425,27/01/2017,Vente,"104000,00",56.0,RUE,4560,HINCMAR,51100.0,REIMS,51,454,IK,756,2,2.0,Appartement,55.0,3.0
1751427,20/02/2017,Vente,"264000,00",8.0,RUE,6400,DE NANTEUIL,51100.0,REIMS,51,454,BE,416,0,1.0,Maison,70.0,3.0
1751430,21/02/2017,Vente,"870000,00",40.0,RUE,7710,RUINART DE BRIMONT,51100.0,REIMS,51,454,CW,113,0,2.0,Appartement,79.0,4.0
1751433,23/02/2017,Vente,"179980,00",76.0,BD,5680,LUNDY,51100.0,REIMS,51,454,BE,1,2,2.0,Appartement,99.0,4.0
1751434,06/03/2017,Vente,"150000,00",19.0,RUE,1730,CHANTERAINE,51100.0,REIMS,51,454,DM,634,2,2.0,Appartement,79.0,4.0
1751437,01/03/2017,Vente,"432000,00",32.0,RUE,8620,THIERS,51100.0,REIMS,51,454,IL,471,3,2.0,Appartement,145.0,5.0
1751439,03/03/2017,Vente,"85000,00",52.0,PL,3040,DROUET D ERLON,51100.0,REIMS,51,454,IL,337,2,2.0,Appartement,29.0,1.0
1751446,14/02/2017,Vente,"204000,00",29.0,RUE,1590,DE CERNAY,51100.0,REIMS,51,454,CW,677,2,2.0,Appartement,77.0,3.0
1751447,01/03/2017,Vente,"107000,00",27.0,RUE,4250,DE GRIGNY,51100.0,REIMS,51,454,AM,280,1,2.0,Appartement,45.0,3.0
1751448,01/03/2017,Vente,"107000,00",27.0,RUE,4250,DE GRIGNY,51100.0,REIMS,51,454,AM,280,1,2.0,Appartement,38.0,2.0
1751449,01/03/2017,Vente,"137000,00",20.0,RUE,6210,DES MOISSONS,51100.0,REIMS,51,454,CW,20,2,2.0,Appartement,42.0,2.0
1751456,03/03/2017,Vente,"224500,00",85.0,RUE,3850,GAMBETTA,51100.0,REIMS,51,454,CY,247,2,2.0,Appartement,79.0,3.0
1751457,10/02/2017,Vente,"55000,00",54.0,RUE,1830,CHARLIER,51100.0,REIMS,51,454,BI,97,2,2.0,Appartement,33.0,2.0
1751459,27/02/2017,Vente,"70000,00",4.0,PL,7480,DE LA REPUBLIQUE,51100.0,REIMS,51,454,AT,120,2,2.0,Appartement,37.0,2.0
1751460,02/03/2017,Vente,"206000,00",47.0,RUE,9090,VICTOR ROGELET,51100.0,REIMS,51,454,AW,178,7,2.0,Appartement,89.0,3.0
1751462,06/03/2017,Vente,"157000,00",29.0,AV,3913,DU GENERAL DE GAULLE,51100.0,REIMS,51,454,HY,3,1,2.0,Appartement,81.0,3.0
1751467,27/02/2017,Vente,"178000,00",36.0,RUE,3850,GAMBETTA,51100.0,REIMS,51,454,IK,168,2,2.0,Appartement,75.0,4.0
1751471,24/02/2017,Vente,"62000,00",7.0,RUE,6360,DES MURS,51100.0,REIMS,51,454,CX,272,2,2.0,Appartement,23.0,1.0
1751472,07/03/2017,Vente,"565000,00",38.0,RUE,5030,JOSEPH JACQUET,51100.0,REIMS,51,454,CL,775,0,1.0,Maison,100.0,5.0
1751482,10/03/2017,Vente,"288200,00",7.0,RUE,7150,DE LA POMPELLE,51100.0,REIMS,51,454,CK,20,1,1.0,Maison,123.0,5.0
1751483,07/03/2017,Vente,"172000,00",39.0,RUE,4560,HINCMAR,51100.0,REIMS,51,454,IK,1267,1,2.0,Appartement,69.0,3.0
1751484,23/02/2017,Vente,"257900,00",36.0,RUE,2630,DANTON,51100.0,REIMS,51,454,AX,897,0,1.0,Maison,87.0,4.0
1751486,15/02/2017,Vente,"98000,00",3.0,ALL,7019,PIERRE GRANDREMY,51100.0,REIMS,51,454,HT,90,2,2.0,Appartement,73.0,4.0
1751489,17/02/2017,Vente,"105000,00",8.0,RUE,4290,GUERNIER,51100.0,REIMS,51,454,BI,627,2,2.0,Appartement,72.0,4.0
1751496,01/03/2017,Vente,"130000,00",50.0,AV,5300,DE LAON,51100.0,REIMS,51,454,AW,359,2,2.0,Appartement,107.0,2.0
1751498,24/02/2017,Vente,"285000,00",124.0,RUE,9040,DE VESLE,51100.0,REIMS,51,454,IM,156,2,2.0,Appartement,86.0,4.0
1751501,21/02/2017,Vente,"73000,00",60.0,RUE,2840,DIEU LUMIERE,51100.0,REIMS,51,454,DM,108,2,2.0,Appartement,47.0,2.0
1751504,03/03/2017,Vente,"353000,00",132.0,BD,0040,ALBERT 1 ER,51100.0,REIMS,51,454,AO,256,0,1.0,Maison,129.0,7.0
1751505,27/02/2017,Vente,"169800,00",35.0,BD,1510,CARTERET,51100.0,REIMS,51,454,CV,831,2,2.0,Appartement,96.0,5.0
1751508,01/03/2017,Vente,"306000,00",50.0,AV,5300,DE LAON,51100.0,REIMS,51,454,AW,359,2,2.0,Appartement,108.0,3.0
1751509,01/03/2017,Vente,"306000,00",50.0,AV,5300,DE LAON,51100.0,REIMS,51,454,AW,359,1,2.0,Appartement,96.0,4.0
1751511,24/02/2017,Vente,"73000,00",66.0,BD,7550,ROBESPIERRE,51100.0,REIMS,51,454,AY,255,2,2.0,Appartement,60.0,4.0
1751513,28/02/2017,Vente,"179000,00",20.0,PL,5501,DE LA LIBERTE NEUV,51100.0,REIMS,51,454,KK,287,0,1.0,Maison,65.0,4.0
1751516,01/03/2017,Vente,"168000,00",9.0,RUE,5000,JOBERT LUCAS,51100.0,REIMS,51,454,AN,96,0,1.0,Maison,78.0,3.0
1751527,01/03/2017,Vente,"139100,00",7.0,RUE,5230,LABORI,51100.0,REIMS,51,454,CK,323,2,2.0,Appartement,46.0,2.0
1751530,28/02/2017,Vente,"83000,00",1.0,RUE,4650,HUGUES KRAFFT,51100.0,REIMS,51,454,AM,760,2,2.0,Appartement,45.0,2.0
1751531,20/02/2017,Vente,"73000,00",269.0,RUE,2440,DE COURLANCY,51100.0,REIMS,51,454,DN,194,1,2.0,Appartement,29.0,1.0
1751532,24/02/2017,Vente,"160000,00",18.0,RUE,5615,LOUIS PASTEUR NEUV,51100.0,REIMS,51,454,KA,86,0,1.0,Maison,100.0,4.0
1751541,06/03/2017,Vente,"442100,00",5.0,RUE,4890,JEAN JACQUES ROUSSEAU,51100.0,REIMS,51,454,BE,259,0,1.0,Maison,116.0,6.0
1751544,01/03/2017,Vente,"178000,00",11.0,RUE,0845,BERTRAND DE MUN,51100.0,REIMS,51,454,CM,145,2,2.0,Appartement,73.0,3.0
1751555,01/03/2017,Vente,"155000,00",118.0,RUE,6230,DU MONT D ARENE,51100.0,REIMS,51,454,AR,355,1,2.0,Appartement,71.0,3.0
1751560,07/03/2017,Vente,"56300,00",27.0,RUE,3770,FRANCOIS DOR,51100.0,REIMS,51,454,HW,390,1,2.0,Appartement,20.0,1.0
1751561,06/03/2017,Vente,"172000,00",36.0,RUE,1390,DES CAPUCINS,51100.0,REIMS,51,454,IK,631,3,2.0,Appartement,56.0,3.0
1751567,02/03/2017,Vente,"93000,00",50.0,RUE,5270,LANDOUZY,51100.0,REIMS,51,454,AW,149,1,2.0,Appartement,45.0,2.0
1751568,27/02/2017,Vente,"125000,00",151.0,RUE,0600,DU BARBATRE,51100.0,REIMS,51,454,CZ,402,1,2.0,Appartement,62.0,3.0
1751569,13/03/2017,Vente,"73000,00",5.0,BD,9070,VICTOR HUGO,51100.0,REIMS,51,454,CZ,607,2,2.0,Appartement,43.0,2.0
1751571,20/02/2017,Vente,"186400,00",4.0,RUE,2900,DOCTEUR DOYEN,51100.0,REIMS,51,454,BK,305,0,1.0,Maison,90.0,5.0
1751573,20/02/2017,Vente,"162700,00",67.0,RUE,0610,BARON,51100.0,REIMS,51,454,CL,348,0,1.0,Maison,103.0,5.0
1751582,24/02/2017,Vente,"117000,00",2.0,RUE,7720,DU RUISSELET,51100.0,REIMS,51,454,DM,632,2,2.0,Appartement,46.0,2.0
1751584,21/02/2017,Vente,"71000,00",41.0,RUE,3990,GEORGES BOUSSINESQ,51100.0,REIMS,51,454,CL,874,2,2.0,Appartement,44.0,2.0
1751587,09/03/2017,Vente,"192500,00",33.0,RUE,9110,DU VIEUX COLOMBIER,51100.0,REIMS,51,454,AM,411,0,1.0,Maison,100.0,5.0
1751589,08/03/2017,Vente,"72000,00",4.0,PL,7016,PIERRE DE FERMAT,51100.0,REIMS,51,454,AE,117,2,2.0,Appartement,71.0,4.0
1751590,09/03/2017,Vente,"97000,00",37.0,RUE,1390,DES CAPUCINS,51100.0,REIMS,51,454,IK,54,1,2.0,Appartement,43.0,2.0
1751594,09/03/2017,Vente,"600000,00",24.0,RUE,6760,PAUL ADAM,51100.0,REIMS,51,454,IK,1464,0,1.0,Maison,150.0,4.0
1751598,15/02/2017,Vente,"109520,00",8.0,AV,6425,NATIONALE NEUV,51100.0,REIMS,51,454,KI,170,1,2.0,Appartement,65.0,2.0
1751600,01/03/2017,Vente,"91500,00",23.0,RUE,6863,PAUL SCHLEISS,51100.0,REIMS,51,454,HT,199,2,2.0,Appartement,73.0,4.0
1751602,10/03/2017,Vente,"41268,00",34.0,RUE,6230,DU MONT D ARENE,51100.0,REIMS,51,454,AV,370,1,2.0,Appartement,15.0,1.0
1751603,06/03/2017,Vente,"49000,00",116.0,RUE,7160,PONSARDIN,51100.0,REIMS,51,454,CY,131,1,2.0,Appartement,14.0,1.0
1751605,01/03/2017,Vente,"177000,00",56.0,AV,4900,JEAN JAURES,51100.0,REIMS,51,454,CW,87,1,2.0,Appartement,70.0,3.0
1751612,06/03/2017,Vente,"114000,00",77.0,RUE,9040,DE VESLE,51100.0,REIMS,51,454,IK,917,1,2.0,Appartement,34.0,1.0
1751614,06/03/2017,Vente,"129120,00",1.0,RUE,3340,DE L EQUERRE,51100.0,REIMS,51,454,CY,569,2,2.0,Appartement,63.0,3.0
1751617,14/03/2017,Vente,"350000,00",3.0,RUE,7640,ROSSET,51100.0,REIMS,51,454,AM,6,0,1.0,Maison,119.0,6.0
1751633,21/02/2017,Vente,"87000,00",43.0,RUE,8320,DE SILLERY,51100.0,REIMS,51,454,CL,662,2,2.0,Appartement,52.0,2.0
1751634,24/02/2017,Vente,"130000,00",33.0,RUE,4880,JEAN DE LA FONTAINE,51100.0,REIMS,51,454,CV,434,0,2.0,Appartement,45.0,2.0
1751635,24/02/2017,Vente,"130000,00",33.0,RUE,4880,JEAN DE LA FONTAINE,51100.0,REIMS,51,454,CV,434,0,2.0,Appartement,31.0,2.0
1751637,13/03/2017,Vente en l'état futur d'achèvement,"157371,00",412.0,AV,5300,DE LAON,51100.0,REIMS,51,454,AE,142,1,2.0,Appartement,63.0,3.0
1751640,22/02/2017,Vente en l'état futur d'achèvement,"210000,00",9.0,RUE,0400,ARMONVILLE,51100.0,REIMS,51,454,CZ,677,1,2.0,Appartement,52.0,2.0
1751641,23/02/2017,Vente,"174000,00",65.0,RUE,6170,MICHEL ANGE,51100.0,REIMS,51,454,AO,204,0,1.0,Maison,73.0,4.0
1751643,20/02/2017,Vente,"120000,00",31.0,RUE,0600,DU BARBATRE,51100.0,REIMS,51,454,CY,214,2,2.0,Appartement,52.0,2.0
1751654,23/02/2017,Vente,"105000,00",9.0,PL,8711,TOULOUSE LAUTREC,51100.0,REIMS,51,454,IW,85,1,2.0,Appartement,79.0,4.0
1751657,10/03/2017,Vente en l'état futur d'achèvement,"161000,00",412.0,AV,5300,DE LAON,51100.0,REIMS,51,454,AE,142,1,2.0,Appartement,57.0,3.0
1751658,07/03/2017,Vente,"100000,00",57.0,RUE,0600,DU BARBATRE,51100.0,REIMS,51,454,CY,200,2,2.0,Appartement,78.0,3.0
1751663,01/03/2017,Vente,"122000,00",46.0,RUE,1670,DU CHAMP DE MARS,51100.0,REIMS,51,454,BH,1,2,2.0,Appartement,63.0,3.0
1751667,13/03/2017,Vente,"48000,00",68.0,BD,7140,POMMERY,51100.0,REIMS,51,454,CL,702,1,2.0,Appartement,28.0,1.0
1751668,06/03/2017,Vente,"146500,00",8.0,RUE,4943,JEAN RACINE,51100.0,REIMS,51,454,CN,180,0,1.0,Maison,87.0,4.0
1751669,15/03/2017,Vente,"50000,00",195.0,AV,4900,JEAN JAURES,51100.0,REIMS,51,454,BK,334,1,2.0,Appartement,28.0,1.0
1751671,28/02/2017,Vente,"522500,00",71.0,RUE,9040,DE VESLE,51100.0,REIMS,51,454,IK,922,2,2.0,Appartement,90.0,2.0
1751678,24/02/2017,Vente,"123950,00",2.0,RUE,2192,COMMANDANT ARNAUD,51100.0,REIMS,51,454,AL,402,2,2.0,Appartement,79.0,4.0
1751685,28/02/2017,Vente,"92000,00",16.0,RUE,6720,DE PARGNY,51100.0,REIMS,51,454,HX,391,2,2.0,Appartement,47.0,2.0
1751686,14/03/2017,Vente en l'état futur d'achèvement,"94000,00",,RUE,3180,EDOUARD MIGNOT,51100.0,REIMS,51,454,AT,492,1,2.0,Appartement,35.0,1.0
1751687,02/03/2017,Vente,"119371,00",27.0,RUE,1710,DE CHAMPIGNY,51100.0,REIMS,51,454,AR,302,2,2.0,Appartement,58.0,3.0
1751690,06/03/2017,Vente,"47000,00",39.0,RUE,7230,DE POUILLON,51100.0,REIMS,51,454,AN,156,1,2.0,Appartement,20.0,1.0
1751695,17/02/2017,Vente,"233200,00",13.0,BD,7960,ST MARCEAUX,51100.0,REIMS,51,454,CK,17,2,2.0,Appartement,128.0,6.0
1751696,06/03/2017,Vente,"90000,00",1.0,RUE,5785,MAGELLAN,51100.0,REIMS,51,454,EV,589,2,2.0,Appartement,60.0,3.0
1751697,01/03/2017,Vente,"148000,00",111.0,RUE,3166,EDMOND ROSTAND,51100.0,REIMS,51,454,HK,1239,1,2.0,Appartement,69.0,2.0
1751699,24/02/2017,Vente,"372500,00",24.0,RUE,3390,DE L ETAPE,51100.0,REIMS,51,454,IL,581,1,2.0,Appartement,158.0,5.0
1751701,28/02/2017,Vente,"210000,00",44.0,RUE,8430,DE STRASBOURG,51100.0,REIMS,51,454,CV,593,0,1.0,Maison,80.0,4.0
1751704,24/02/2017,Vente,"55000,00",81.0,RUE,6470,DE NEUFCHATEL,51100.0,REIMS,51,454,AM,723,1,2.0,Appartement,29.0,1.0
1751707,21/02/2017,Vente,"103300,00",21.0,ESP,5446,LE ROUET,51100.0,REIMS,51,454,CT,390,1,2.0,Appartement,67.0,3.0
1751708,24/02/2017,Vente,"404940,00",36.0,RUE,6940,PETIT HUTIN,51100.0,REIMS,51,454,CL,928,0,1.0,Maison,117.0,7.0
1751714,13/03/2017,Vente,"95000,00",26.0,RUE,7030,PIERRE VARIN,51100.0,REIMS,51,454,CV,271,1,2.0,Appartement,43.0,2.0
1751727,03/03/2017,Vente,"385000,00",7.0,RUE,0280,D ANJOU,51100.0,REIMS,51,454,CX,517,4,2.0,Appartement,135.0,4.0
1751733,20/03/2017,Vente,"80000,00",86.0,AV,6730,DE PARIS,51100.0,REIMS,51,454,IO,367,1,2.0,Appartement,39.0,1.0
1751736,14/03/2017,Vente,"86800,00",12.0,RUE,7015,PIERRE DE COUBERTIN,51100.0,REIMS,51,454,AE,292,1,2.0,Appartement,72.0,4.0
1751738,14/03/2017,Vente,"90000,00",40.0,RUE,3150,DE L ECU,51100.0,REIMS,51,454,CW,30,2,1.0,Maison,87.0,3.0
1751740,15/03/2017,Vente,"175000,00",6.0,RUE,3100,DE L ECAILLE,51100.0,REIMS,51,454,DM,629,2,2.0,Appartement,89.0,4.0
1751748,14/03/2017,Vente,"257000,00",89.0,RUE,2070,CLOVIS,51100.0,REIMS,51,454,IK,412,4,2.0,Appartement,78.0,5.0
1751754,14/03/2017,Vente,"70000,00",10.0,RUE,4160,DE LA GOULETTE,51100.0,REIMS,51,454,BL,456,0,1.0,Maison,67.0,3.0
1751757,20/02/2017,Vente,"234000,00",44.0,AV,2285,COOK,51100.0,REIMS,51,454,ET,107,0,1.0,Maison,85.0,5.0
1751775,01/03/2017,Vente,"71000,00",16.0,RUE,1920,DE CHEVIGNE,51100.0,REIMS,51,454,CW,608,1,2.0,Appartement,35.0,1.0
1751782,02/03/2017,Vente,"74000,00",192.0,AV,4900,JEAN JAURES,51100.0,REIMS,51,454,CV,55,2,2.0,Appartement,41.0,2.0
1751783,03/03/2017,Vente en l'état futur d'achèvement,"297480,00",65.0,RUE,6230,DU MONT D ARENE,51100.0,REIMS,51,454,AT,9,1,2.0,Appartement,75.0,4.0
1751785,20/03/2017,Vente,"195000,00",150.0,BD,2650,DAUPHINOT,51100.0,REIMS,51,454,CV,130,0,1.0,Maison,91.0,3.0
1751786,21/03/2017,Vente,"185000,00",10.0,RUE,5410,LEON HOURLIER,51100.0,REIMS,51,454,AW,519,1,2.0,Appartement,86.0,3.0
1751817,24/02/2017,Vente,"193050,00",22.0,RUE,4700,DE L ISLE,51100.0,REIMS,51,454,CX,106,2,2.0,Appartement,112.0,5.0
1751818,20/03/2017,Vente,"94600,00",17.0,RUE,7400,RAYMOND GUYOT,51100.0,REIMS,51,454,BI,748,2,2.0,Appartement,48.0,2.0
1751819,16/03/2017,Vente,"163000,00",33.0,RUE,5655,LUCIEN DOYEN,51100.0,REIMS,51,454,HS,46,0,1.0,Maison,105.0,7.0
1751820,06/03/2017,Vente,"45000,00",135.0,RUE,2440,DE COURLANCY,51100.0,REIMS,51,454,HY,161,1,2.0,Appartement,19.0,1.0
1751827,27/02/2017,Vente,"251000,00",17.0,RUE,7400,RAYMOND GUYOT,51100.0,REIMS,51,454,BI,748,2,2.0,Appartement,103.0,4.0
1751830,27/02/2017,Vente,"458294,00",31.0,RUE,1550,CERES,51100.0,REIMS,51,454,BE,84,2,2.0,Appartement,165.0,5.0
1751832,15/03/2017,Vente,"91000,00",31.0,RUE,1100,BOUDET,51100.0,REIMS,51,454,AX,708,1,2.0,Appartement,47.0,2.0
1751836,09/03/2017,Vente en l'état futur d'achèvement,"170000,00",249.0,RUE,2440,DE COURLANCY,51100.0,REIMS,51,454,DN,216,1,2.0,Appartement,52.0,2.0
1751837,09/03/2017,Vente en l'état futur d'achèvement,"186700,00",249.0,RUE,2440,DE COURLANCY,51100.0,REIMS,51,454,DN,216,1,2.0,Appartement,54.0,2.0
1751841,27/02/2017,Vente,"73000,00",19.0,RUE,4650,HUGUES KRAFFT,51100.0,REIMS,51,454,AM,570,2,2.0,Appartement,54.0,3.0
1751859,09/03/2017,Vente,"185000,00",128.0,RUE,3850,GAMBETTA,51100.0,REIMS,51,454,DM,632,2,2.0,Appartement,83.0,5.0
1751860,25/02/2017,Vente,"62000,00",45.0,RUE,1260,DE LA BRIQUETERIE,51100.0,REIMS,51,454,DV,323,2,2.0,Appartement,20.0,1.0
1751863,15/03/2017,Vente,"148000,00",75.0,AV,4900,JEAN JAURES,51100.0,REIMS,51,454,BI,755,1,2.0,Appartement,57.0,3.0
1751866,22/03/2017,Vente,"250000,00",60.0,RUE,6210,DES MOISSONS,51100.0,REIMS,51,454,CK,128,2,2.0,Appartement,90.0,4.0
1751870,16/03/2017,Vente,"76000,00",83.0,RUE,4440,HENRI BARBUSSE,51100.0,REIMS,51,454,CV,668,3,2.0,Appartement,35.0,2.0
1751873,13/03/2017,Vente,"170000,00",119.0,RUE,0690,DU BEL AIR,51100.0,REIMS,51,454,BC,88,0,1.0,Maison,72.0,3.0
1751875,03/03/2017,Vente,"255000,00",9.0,RUE,4316,GUSTAVE FLAUBERT,51100.0,REIMS,51,454,HV,755,0,1.0,Maison,150.0,7.0
1751876,03/03/2017,Vente,"86000,00",12.0,RUE,4320,GUSTAVE LAURENT,51100.0,REIMS,51,454,CL,899,2,2.0,Appartement,50.0,2.0
1751878,14/03/2017,Vente,"69000,00",3.0,RUE,5940,MARLOT,51100.0,REIMS,51,454,IK,548,2,2.0,Appartement,38.0,2.0
1751879,22/03/2017,Vente,"104000,00",21.0,RUE,0390,ARMAND GUERY,51100.0,REIMS,51,454,AV,1030,2,2.0,Appartement,51.0,3.0
